bess_gw,bess_gwh,dsm_ind_gw,dsm_pros_gw,bess_effect,dsm_effect,total_effect,reduction_twh,savings_b,bess_annual_b,dsm_total_cost_b,total_cost_b,net_benefit_b
9.75,78.0,12.0,0.0,0.65,0.3,0.95,1274.4,38.23,0.5,0.0,0.5,37.73
