Type,Technology,Node,Hour,Value
Flow,TX,North-South,4360,-20916.04
Generation,wind,north,4361,0.0
Generation,wind,south,4361,0.0
Generation,solar,north,4361,0.0
Generation,solar,south,4361,26619.967
Generation,gas,north,4361,0.0
Generation,gas,south,4361,0.0
Generation,batt,north,4361,
Generation,batt,south,4361,
Charge,batt,north,4361,0.0
Discharge,batt,north,4361,0.0
Storage,batt,north,4361,20976.754
Charge,batt,south,4361,0.0
Discharge,batt,south,4361,8056.4335
Storage,batt,south,4361,311424.12
Flow,TX,North-South,4361,-13870.56
Generation,wind,north,4362,0.0
Generation,wind,south,4362,0.0
Generation,solar,north,4362,0.0
Generation,solar,south,4362,0.0
Generation,gas,north,4362,0.0
Generation,gas,south,4362,0.0
Generation,batt,north,4362,
Generation,batt,south,4362,
Charge,batt,north,4362,0.0
Discharge,batt,north,4362,6992.2514
Storage,batt,north,4362,13984.503
Charge,batt,south,4362,0.0
Discharge,batt,south,4362,29634.749
Storage,batt,south,4362,281789.37
Flow,TX,North-South,4362,-7658.5486
Generation,wind,north,4363,0.0
Generation,wind,south,4363,0.0
Generation,solar,north,4363,0.0
Generation,solar,south,4363,0.0
Generation,gas,north,4363,0.0
Generation,gas,south,4363,0.0
Generation,batt,north,4363,
Generation,batt,south,4363,
Charge,batt,north,4363,0.0
Discharge,batt,north,4363,6992.2514
Storage,batt,north,4363,6992.2514
Charge,batt,south,4363,0.0
Discharge,batt,south,4363,25429.749
Storage,batt,south,4363,256359.62
Flow,TX,North-South,4363,-5976.5486
Generation,wind,north,4364,0.0
Generation,wind,south,4364,0.0
Generation,solar,north,4364,0.0
Generation,solar,south,4364,24354.437
Generation,gas,north,4364,0.0
Generation,gas,south,4364,0.0
Generation,batt,north,4364,
Generation,batt,south,4364,
Charge,batt,north,4364,0.0
Discharge,batt,north,4364,0.0
Storage,batt,north,4364,6992.2514
Charge,batt,south,4364,0.0
Discharge,batt,south,4364,10161.963
Storage,batt,south,4364,246197.66
Flow,TX,North-South,4364,-13806.56
Generation,wind,north,4365,0.0
Generation,wind,south,4365,0.0
Generation,solar,north,4365,0.0
Generation,solar,south,4365,9062.1163
Generation,gas,north,4365,0.0
Generation,gas,south,4365,0.0
Generation,batt,north,4365,
Generation,batt,south,4365,
Charge,batt,north,4365,0.0
Discharge,batt,north,4365,6992.2514
Storage,batt,north,4365,0.0
Charge,batt,south,4365,0.0
Discharge,batt,south,4365,15737.232
Storage,batt,south,4365,230460.43
Flow,TX,North-South,4365,-5724.3886
Generation,wind,north,4366,0.0
Generation,wind,south,4366,0.0
Generation,solar,north,4366,0.0
Generation,solar,south,4366,0.0
Generation,gas,north,4366,0.0
Generation,gas,south,4366,0.0
Generation,batt,north,4366,
Generation,batt,south,4366,
Charge,batt,north,4366,0.0
Discharge,batt,north,4366,0.0
Storage,batt,north,4366,0.0
Charge,batt,south,4366,0.0
Discharge,batt,south,4366,30424.8
Storage,batt,south,4366,200035.63
Flow,TX,North-South,4366,-12169.92
Generation,wind,north,4367,0.0
Generation,wind,south,4367,0.0
Generation,solar,north,4367,0.0
Generation,solar,south,4367,2831.9113
Generation,gas,north,4367,0.0
Generation,gas,south,4367,0.0
Generation,batt,north,4367,
Generation,batt,south,4367,
Charge,batt,north,4367,0.0
Discharge,batt,north,4367,0.0
Storage,batt,north,4367,0.0
Charge,batt,south,4367,0.0
Discharge,batt,south,4367,26497.689
Storage,batt,south,4367,173537.94
Flow,TX,North-South,4367,-11731.84
Generation,wind,north,4368,0.0
Generation,wind,south,4368,0.0
Generation,solar,north,4368,0.0
Generation,solar,south,4368,0.0
Generation,gas,north,4368,0.0
Generation,gas,south,4368,0.0
Generation,batt,north,4368,
Generation,batt,south,4368,
Charge,batt,north,4368,0.0
Discharge,batt,north,4368,0.0
Storage,batt,north,4368,0.0
Charge,batt,south,4368,0.0
Discharge,batt,south,4368,29929.2
Storage,batt,south,4368,143608.74
Flow,TX,North-South,4368,-11971.68
Generation,wind,north,4369,0.0
Generation,wind,south,4369,0.0
Generation,solar,north,4369,0.0
Generation,solar,south,4369,13593.174
Generation,gas,north,4369,0.0
Generation,gas,south,4369,0.0
Generation,batt,north,4369,
Generation,batt,south,4369,
Charge,batt,north,4369,0.0
Discharge,batt,north,4369,0.0
Storage,batt,north,4369,0.0
Charge,batt,south,4369,0.0
Discharge,batt,south,4369,15033.826
Storage,batt,south,4369,128574.91
Flow,TX,North-South,4369,-11450.8
Generation,wind,north,4370,0.0
Generation,wind,south,4370,0.0
Generation,solar,north,4370,0.0
Generation,solar,south,4370,9628.4985
Generation,gas,north,4370,0.0
Generation,gas,south,4370,0.0
Generation,batt,north,4370,
Generation,batt,south,4370,
Charge,batt,north,4370,0.0
Discharge,batt,north,4370,0.0
Storage,batt,north,4370,0.0
Charge,batt,south,4370,0.0
Discharge,batt,south,4370,22177.101
Storage,batt,south,4370,106397.81
Flow,TX,North-South,4370,-12722.24
Generation,wind,north,4371,0.0
Generation,wind,south,4371,0.0
Generation,solar,north,4371,0.0
Generation,solar,south,4371,22655.291
Generation,gas,north,4371,0.0
Generation,gas,south,4371,0.0
Generation,batt,north,4371,
Generation,batt,south,4371,
Charge,batt,north,4371,0.0
Discharge,batt,north,4371,0.0
Storage,batt,north,4371,0.0
Charge,batt,south,4371,0.0
Discharge,batt,south,4371,9510.9094
Storage,batt,south,4371,96886.902
Flow,TX,North-South,4371,-12866.48
Generation,wind,north,4372,0.0
Generation,wind,south,4372,0.0
Generation,solar,north,4372,0.0
Generation,solar,south,4372,10194.881
Generation,gas,north,4372,0.0
Generation,gas,south,4372,0.0
Generation,batt,north,4372,
Generation,batt,south,4372,
Charge,batt,north,4372,0.0
Discharge,batt,north,4372,0.0
Storage,batt,north,4372,0.0
Charge,batt,south,4372,0.0
Discharge,batt,south,4372,22626.719
Storage,batt,south,4372,74260.183
Flow,TX,North-South,4372,-13128.64
Generation,wind,north,4373,0.0
Generation,wind,south,4373,0.0
Generation,solar,north,4373,0.0
Generation,solar,south,4373,9062.1163
Generation,gas,north,4373,0.0
Generation,gas,south,4373,0.0
Generation,batt,north,4373,
Generation,batt,south,4373,
Charge,batt,north,4373,0.0
Discharge,batt,north,4373,0.0
Storage,batt,north,4373,0.0
Charge,batt,south,4373,0.0
Discharge,batt,south,4373,29271.684
Storage,batt,south,4373,44988.5
Flow,TX,North-South,4373,-15333.52
Generation,wind,north,4374,0.0
Generation,wind,south,4374,0.0
Generation,solar,north,4374,0.0
Generation,solar,south,4374,0.0
Generation,gas,north,4374,0.0
Generation,gas,south,4374,0.0
Generation,batt,north,4374,
Generation,batt,south,4374,
Charge,batt,north,4374,0.0
Discharge,batt,north,4374,0.0
Storage,batt,north,4374,0.0
Charge,batt,south,4374,0.0
Discharge,batt,south,4374,39215.4
Storage,batt,south,4374,5773.0995
Flow,TX,North-South,4374,-15686.16
Generation,wind,north,4375,0.0
Generation,wind,south,4375,0.0
Generation,solar,north,4375,0.0
Generation,solar,south,4375,35115.7
Generation,gas,north,4375,0.0
Generation,gas,south,4375,0.0
Generation,batt,north,4375,
Generation,batt,south,4375,
Charge,batt,north,4375,0.0
Discharge,batt,north,4375,0.0
Storage,batt,north,4375,0.0
Charge,batt,south,4375,0.0
Discharge,batt,south,4375,5773.0995
Storage,batt,south,4375,0.0
Flow,TX,North-South,4375,-16355.52
Generation,wind,north,4376,0.0
Generation,wind,south,4376,0.0
Generation,solar,north,4376,0.0
Generation,solar,south,4376,40704.0
Generation,gas,north,4376,0.0
Generation,gas,south,4376,0.0
Generation,batt,north,4376,
Generation,batt,south,4376,
Charge,batt,north,4376,0.0
Discharge,batt,north,4376,0.0
Storage,batt,north,4376,0.0
Charge,batt,south,4376,0.0
Discharge,batt,south,4376,0.0
Storage,batt,south,4376,0.0
Flow,TX,North-South,4376,-16281.6
Generation,wind,north,4377,0.0
Generation,wind,south,4377,0.0
Generation,solar,north,4377,0.0
Generation,solar,south,4377,41405.8
Generation,gas,north,4377,0.0
Generation,gas,south,4377,0.0
Generation,batt,north,4377,
Generation,batt,south,4377,
Charge,batt,north,4377,0.0
Discharge,batt,north,4377,0.0
Storage,batt,north,4377,0.0
Charge,batt,south,4377,0.0
Discharge,batt,south,4377,0.0
Storage,batt,south,4377,0.0
Flow,TX,North-South,4377,-16562.32
Generation,wind,north,4378,0.0
Generation,wind,south,4378,0.0
Generation,solar,north,4378,0.0
Generation,solar,south,4378,39854.2
Generation,gas,north,4378,0.0
Generation,gas,south,4378,0.0
Generation,batt,north,4378,
Generation,batt,south,4378,
Charge,batt,north,4378,0.0
Discharge,batt,north,4378,0.0
Storage,batt,north,4378,0.0
Charge,batt,south,4378,0.0
Discharge,batt,south,4378,0.0
Storage,batt,south,4378,0.0
Flow,TX,North-South,4378,-15941.68
Generation,wind,north,4379,0.0
Generation,wind,south,4379,0.0
Generation,solar,north,4379,0.0
Generation,solar,south,4379,45691.96
Generation,gas,north,4379,0.0
Generation,gas,south,4379,0.0
Generation,batt,north,4379,
Generation,batt,south,4379,
Charge,batt,north,4379,4398.7598
Discharge,batt,north,4379,0.0
Storage,batt,north,4379,3958.8838
Charge,batt,south,4379,0.0
Discharge,batt,south,4379,0.0
Storage,batt,south,4379,0.0
Flow,TX,North-South,4379,-20916.04
Generation,wind,north,4380,0.0
Generation,wind,south,4380,0.0
Generation,solar,north,4380,0.0
Generation,solar,south,4380,129737.29
Generation,gas,north,4380,0.0
Generation,gas,south,4380,0.0
Generation,batt,north,4380,
Generation,batt,south,4380,
Charge,batt,north,4380,5213.1598
Discharge,batt,north,4380,0.0
Storage,batt,north,4380,8650.7277
Charge,batt,south,4380,85266.934
Discharge,batt,south,4380,0.0
Storage,batt,south,4380,76740.241
Flow,TX,North-South,4380,-20916.04
Generation,wind,north,4381,0.0
Generation,wind,south,4381,0.0
Generation,solar,north,4381,0.0
Generation,solar,south,4381,143671.95
Generation,gas,north,4381,0.0
Generation,gas,south,4381,0.0
Generation,batt,north,4381,
Generation,batt,south,4381,
Charge,batt,north,4381,4144.0398
Discharge,batt,north,4381,0.0
Storage,batt,north,4381,12380.364
Charge,batt,south,4381,97597.915
Discharge,batt,south,4381,0.0
Storage,batt,south,4381,164578.36
Flow,TX,North-South,4381,-20916.04
Generation,wind,north,4382,0.0
Generation,wind,south,4382,0.0
Generation,solar,north,4382,0.0
Generation,solar,south,4382,141595.57
Generation,gas,north,4382,0.0
Generation,gas,south,4382,0.0
Generation,batt,north,4382,
Generation,batt,south,4382,
Charge,batt,north,4382,3441.3198
Discharge,batt,north,4382,0.0
Storage,batt,north,4382,15477.551
Charge,batt,south,4382,94467.447
Discharge,batt,south,4382,0.0
Storage,batt,south,4382,249599.07
Flow,TX,North-South,4382,-20916.04
Generation,wind,north,4383,0.0
Generation,wind,south,4383,0.0
Generation,solar,north,4383,0.0
Generation,solar,south,4383,93453.074
Generation,gas,north,4383,0.0
Generation,gas,south,4383,0.0
Generation,batt,north,4383,
Generation,batt,south,4383,
Charge,batt,north,4383,4809.2398
Discharge,batt,north,4383,0.0
Storage,batt,north,4383,19805.867
Charge,batt,south,4383,48376.834
Discharge,batt,south,4383,0.0
Storage,batt,south,4383,293138.22
Flow,TX,North-South,4383,-20916.04
Generation,wind,north,4384,0.0
Generation,wind,south,4384,0.0
Generation,solar,north,4384,0.0
Generation,solar,south,4384,78727.135
Generation,gas,north,4384,0.0
Generation,gas,south,4384,0.0
Generation,batt,north,4384,
Generation,batt,south,4384,
Charge,batt,north,4384,5691.3198
Discharge,batt,north,4384,0.0
Storage,batt,north,4384,24928.055
Charge,batt,south,4384,34974.015
Discharge,batt,south,4384,0.0
Storage,batt,south,4384,324614.83
Flow,TX,North-South,4384,-20916.04
Generation,wind,north,4385,0.0
Generation,wind,south,4385,0.0
Generation,solar,north,4385,0.0
Generation,solar,south,4385,32850.171
Generation,gas,north,4385,0.0
Generation,gas,south,4385,0.0
Generation,batt,north,4385,
Generation,batt,south,4385,
Charge,batt,north,4385,0.0
Discharge,batt,north,4385,0.0
Storage,batt,north,4385,24928.055
Charge,batt,south,4385,0.0
Discharge,batt,south,4385,3525.6286
Storage,batt,south,4385,321089.2
Flow,TX,North-South,4385,-14550.32
Generation,wind,north,4386,0.0
Generation,wind,south,4386,0.0
Generation,solar,north,4386,0.0
Generation,solar,south,4386,24920.82
Generation,gas,north,4386,0.0
Generation,gas,south,4386,0.0
Generation,batt,north,4386,
Generation,batt,south,4386,
Charge,batt,north,4386,0.0
Discharge,batt,north,4386,0.0
Storage,batt,north,4386,24928.055
Charge,batt,south,4386,0.0
Discharge,batt,south,4386,12163.78
Storage,batt,south,4386,308925.42
Flow,TX,North-South,4386,-14833.84
Generation,wind,north,4387,0.0
Generation,wind,south,4387,0.0
Generation,solar,north,4387,0.0
Generation,solar,south,4387,0.0
Generation,gas,north,4387,0.0
Generation,gas,south,4387,0.0
Generation,batt,north,4387,
Generation,batt,south,4387,
Charge,batt,north,4387,0.0
Discharge,batt,north,4387,0.0
Storage,batt,north,4387,24928.055
Charge,batt,south,4387,0.0
Discharge,batt,south,4387,34466.8
Storage,batt,south,4387,274458.62
Flow,TX,North-South,4387,-13786.72
Generation,wind,north,4388,0.0
Generation,wind,south,4388,0.0
Generation,solar,north,4388,0.0
Generation,solar,south,4388,0.0
Generation,gas,north,4388,0.0
Generation,gas,south,4388,0.0
Generation,batt,north,4388,
Generation,batt,south,4388,
Charge,batt,north,4388,0.0
Discharge,batt,north,4388,0.0
Storage,batt,north,4388,24928.055
Charge,batt,south,4388,0.0
Discharge,batt,south,4388,33077.0
Storage,batt,south,4388,241381.62
Flow,TX,North-South,4388,-13230.8
Generation,wind,north,4389,0.0
Generation,wind,south,4389,0.0
Generation,solar,north,4389,0.0
Generation,solar,south,4389,27752.731
Generation,gas,north,4389,0.0
Generation,gas,south,4389,0.0
Generation,batt,north,4389,
Generation,batt,south,4389,
Charge,batt,north,4389,0.0
Discharge,batt,north,4389,0.0
Storage,batt,north,4389,24928.055
Charge,batt,south,4389,0.0
Discharge,batt,south,4389,3694.669
Storage,batt,south,4389,237686.95
Flow,TX,North-South,4389,-12578.96
Generation,wind,north,4390,0.0
Generation,wind,south,4390,0.0
Generation,solar,north,4390,0.0
Generation,solar,south,4390,0.0
Generation,gas,north,4390,0.0
Generation,gas,south,4390,0.0
Generation,batt,north,4390,
Generation,batt,south,4390,
Charge,batt,north,4390,0.0
Discharge,batt,north,4390,6992.2514
Storage,batt,north,4390,17935.804
Charge,batt,south,4390,0.0
Discharge,batt,south,4390,25242.149
Storage,batt,south,4390,212444.8
Flow,TX,North-South,4390,-5901.5086
Generation,wind,north,4391,0.0
Generation,wind,south,4391,0.0
Generation,solar,north,4391,0.0
Generation,solar,south,4391,36248.465
Generation,gas,north,4391,0.0
Generation,gas,south,4391,0.0
Generation,batt,north,4391,
Generation,batt,south,4391,
Charge,batt,north,4391,0.0
Discharge,batt,north,4391,0.0
Storage,batt,north,4391,17935.804
Charge,batt,south,4391,3209.265
Discharge,batt,south,4391,0.0
Storage,batt,south,4391,215333.14
Flow,TX,North-South,4391,-13215.68
Generation,wind,north,4392,0.0
Generation,wind,south,4392,0.0
Generation,solar,north,4392,0.0
Generation,solar,south,4392,0.0
Generation,gas,north,4392,0.0
Generation,gas,south,4392,0.0
Generation,batt,north,4392,
Generation,batt,south,4392,
Charge,batt,north,4392,0.0
Discharge,batt,north,4392,6992.2514
Storage,batt,north,4392,10943.552
Charge,batt,south,4392,0.0
Discharge,batt,south,4392,27339.949
Storage,batt,south,4392,187993.19
Flow,TX,North-South,4392,-6740.6286
Generation,wind,north,4393,0.0
Generation,wind,south,4393,0.0
Generation,solar,north,4393,0.0
Generation,solar,south,4393,0.0
Generation,gas,north,4393,0.0
Generation,gas,south,4393,0.0
Generation,batt,north,4393,
Generation,batt,south,4393,
Charge,batt,north,4393,0.0
Discharge,batt,north,4393,0.0
Storage,batt,north,4393,10943.552
Charge,batt,south,4393,0.0
Discharge,batt,south,4393,36000.8
Storage,batt,south,4393,151992.39
Flow,TX,North-South,4393,-14400.32
Generation,wind,north,4394,0.0
Generation,wind,south,4394,0.0
Generation,solar,north,4394,0.0
Generation,solar,south,4394,0.0
Generation,gas,north,4394,0.0
Generation,gas,south,4394,0.0
Generation,batt,north,4394,
Generation,batt,south,4394,
Charge,batt,north,4394,0.0
Discharge,batt,north,4394,0.0
Storage,batt,north,4394,10943.552
Charge,batt,south,4394,0.0
Discharge,batt,south,4394,34857.2
Storage,batt,south,4394,117135.19
Flow,TX,North-South,4394,-13942.88
Generation,wind,north,4395,0.0
Generation,wind,south,4395,0.0
Generation,solar,north,4395,0.0
Generation,solar,south,4395,0.0
Generation,gas,north,4395,0.0
Generation,gas,south,4395,0.0
Generation,batt,north,4395,
Generation,batt,south,4395,
Charge,batt,north,4395,0.0
Discharge,batt,north,4395,3951.3008
Storage,batt,north,4395,6992.2514
Charge,batt,south,4395,0.0
Discharge,batt,south,4395,32223.499
Storage,batt,south,4395,84911.694
Flow,TX,North-South,4395,-10518.619
Generation,wind,north,4396,0.0
Generation,wind,south,4396,0.0
Generation,solar,north,4396,0.0
Generation,solar,south,4396,17557.85
Generation,gas,north,4396,0.0
Generation,gas,south,4396,0.0
Generation,batt,north,4396,
Generation,batt,south,4396,
Charge,batt,north,4396,0.0
Discharge,batt,north,4396,6992.2514
Storage,batt,north,4396,0.0
Charge,batt,south,4396,0.0
Discharge,batt,south,4396,14518.698
Storage,batt,south,4396,70392.996
Flow,TX,North-South,4396,-8635.2686
Generation,wind,north,4397,0.0
Generation,wind,south,4397,0.0
Generation,solar,north,4397,0.0
Generation,solar,south,4397,19823.379
Generation,gas,north,4397,0.0
Generation,gas,south,4397,0.0
Generation,batt,north,4397,
Generation,batt,south,4397,
Charge,batt,north,4397,0.0
Discharge,batt,north,4397,0.0
Storage,batt,north,4397,0.0
Charge,batt,south,4397,0.0
Discharge,batt,south,4397,17663.821
Storage,batt,south,4397,52729.175
Flow,TX,North-South,4397,-14994.88
Generation,wind,north,4398,0.0
Generation,wind,south,4398,0.0
Generation,solar,north,4398,0.0
Generation,solar,south,4398,13593.174
Generation,gas,north,4398,0.0
Generation,gas,south,4398,0.0
Generation,batt,north,4398,
Generation,batt,south,4398,
Charge,batt,north,4398,0.0
Discharge,batt,north,4398,0.0
Storage,batt,north,4398,0.0
Charge,batt,south,4398,0.0
Discharge,batt,south,4398,29503.226
Storage,batt,south,4398,23225.95
Flow,TX,North-South,4398,-17238.56
Generation,wind,north,4399,0.0
Generation,wind,south,4399,0.0
Generation,solar,north,4399,0.0
Generation,solar,south,4399,17557.85
Generation,gas,north,4399,0.0
Generation,gas,south,4399,0.0
Generation,batt,north,4399,
Generation,batt,south,4399,
Charge,batt,north,4399,0.0
Discharge,batt,north,4399,0.0
Storage,batt,north,4399,0.0
Charge,batt,south,4399,0.0
Discharge,batt,south,4399,23225.95
Storage,batt,south,4399,0.0
Flow,TX,North-South,4399,-16313.52
Generation,wind,north,4400,0.0
Generation,wind,south,4400,0.0
Generation,solar,north,4400,0.0
Generation,solar,south,4400,44598.8
Generation,gas,north,4400,0.0
Generation,gas,south,4400,0.0
Generation,batt,north,4400,
Generation,batt,south,4400,
Charge,batt,north,4400,0.0
Discharge,batt,north,4400,0.0
Storage,batt,north,4400,0.0
Charge,batt,south,4400,0.0
Discharge,batt,south,4400,0.0
Storage,batt,south,4400,0.0
Flow,TX,North-South,4400,-17839.52
Generation,wind,north,4401,0.0
Generation,wind,south,4401,0.0
Generation,solar,north,4401,0.0
Generation,solar,south,4401,46011.8
Generation,gas,north,4401,0.0
Generation,gas,south,4401,0.0
Generation,batt,north,4401,
Generation,batt,south,4401,
Charge,batt,north,4401,0.0
Discharge,batt,north,4401,0.0
Storage,batt,north,4401,0.0
Charge,batt,south,4401,0.0
Discharge,batt,south,4401,0.0
Storage,batt,south,4401,0.0
Flow,TX,North-South,4401,-18404.72
Generation,wind,north,4402,0.0
Generation,wind,south,4402,0.0
Generation,solar,north,4402,0.0
Generation,solar,south,4402,43659.6
Generation,gas,north,4402,0.0
Generation,gas,south,4402,0.0
Generation,batt,north,4402,
Generation,batt,south,4402,
Charge,batt,north,4402,0.0
Discharge,batt,north,4402,0.0
Storage,batt,north,4402,0.0
Charge,batt,south,4402,0.0
Discharge,batt,south,4402,0.0
Storage,batt,south,4402,0.0
Flow,TX,North-South,4402,-17463.84
Generation,wind,north,4403,0.0
Generation,wind,south,4403,0.0
Generation,solar,north,4403,0.0
Generation,solar,south,4403,44908.4
Generation,gas,north,4403,0.0
Generation,gas,south,4403,0.0
Generation,batt,north,4403,
Generation,batt,south,4403,
Charge,batt,north,4403,0.0
Discharge,batt,north,4403,0.0
Storage,batt,north,4403,0.0
Charge,batt,south,4403,0.0
Discharge,batt,south,4403,0.0
Storage,batt,south,4403,0.0
Flow,TX,North-South,4403,-17963.36
Generation,wind,north,4404,0.0
Generation,wind,south,4404,0.0
Generation,solar,north,4404,0.0
Generation,solar,south,4404,125412.1
Generation,gas,north,4404,0.0
Generation,gas,south,4404,0.0
Generation,batt,north,4404,
Generation,batt,south,4404,
Charge,batt,north,4404,4661.4798
Discharge,batt,north,4404,0.0
Storage,batt,north,4404,4195.3318
Charge,batt,south,4404,80114.216
Discharge,batt,south,4404,0.0
Storage,batt,south,4404,72102.794
Flow,TX,North-South,4404,-20916.04
Generation,wind,north,4405,0.0
Generation,wind,south,4405,0.0
Generation,solar,north,4405,0.0
Generation,solar,south,4405,109878.16
Generation,gas,north,4405,0.0
Generation,gas,south,4405,0.0
Generation,batt,north,4405,
Generation,batt,south,4405,
Charge,batt,north,4405,3484.0398
Discharge,batt,north,4405,0.0
Storage,batt,north,4405,7330.9677
Charge,batt,south,4405,62814.12
Discharge,batt,south,4405,0.0
Storage,batt,south,4405,128635.5
Flow,TX,North-South,4405,-20916.04
Generation,wind,north,4406,0.0
Generation,wind,south,4406,0.0
Generation,solar,north,4406,0.0
Generation,solar,south,4406,131400.69
Generation,gas,north,4406,0.0
Generation,gas,south,4406,0.0
Generation,batt,north,4406,
Generation,batt,south,4406,
Charge,batt,north,4406,4878.0398
Discharge,batt,north,4406,0.0
Storage,batt,north,4406,11721.204
Charge,batt,south,4406,86427.646
Discharge,batt,south,4406,0.0
Storage,batt,south,4406,206420.38
Flow,TX,North-South,4406,-20916.04
Generation,wind,north,4407,0.0
Generation,wind,south,4407,0.0
Generation,solar,north,4407,0.0
Generation,solar,south,4407,98550.514
Generation,gas,north,4407,0.0
Generation,gas,south,4407,0.0
Generation,batt,north,4407,
Generation,batt,south,4407,
Charge,batt,north,4407,3188.9198
Discharge,batt,north,4407,0.0
Storage,batt,north,4407,14591.231
Charge,batt,south,4407,51043.794
Discharge,batt,south,4407,0.0
Storage,batt,south,4407,252359.8
Flow,TX,North-South,4407,-20916.04
Generation,wind,north,4408,0.0
Generation,wind,south,4408,0.0
Generation,solar,north,4408,0.0
Generation,solar,south,4408,82691.811
Generation,gas,north,4408,0.0
Generation,gas,south,4408,0.0
Generation,batt,north,4408,
Generation,batt,south,4408,
Charge,batt,north,4408,4184.6798
Discharge,batt,north,4408,0.0
Storage,batt,north,4408,18357.443
Charge,batt,south,4408,36678.731
Discharge,batt,south,4408,0.0
Storage,batt,south,4408,285370.66
Flow,TX,North-South,4408,-20916.04
Generation,wind,north,4409,0.0
Generation,wind,south,4409,0.0
Generation,solar,north,4409,0.0
Generation,solar,south,4409,62302.049
Generation,gas,north,4409,0.0
Generation,gas,south,4409,0.0
Generation,batt,north,4409,
Generation,batt,south,4409,
Charge,batt,north,4409,4799.8798
Discharge,batt,north,4409,0.0
Storage,batt,north,4409,22677.335
Charge,batt,south,4409,17211.769
Discharge,batt,south,4409,0.0
Storage,batt,south,4409,300861.25
Flow,TX,North-South,4409,-20916.04
Generation,wind,north,4410,0.0
Generation,wind,south,4410,0.0
Generation,solar,north,4410,0.0
Generation,solar,south,4410,0.0
Generation,gas,north,4410,0.0
Generation,gas,south,4410,0.0
Generation,batt,north,4410,
Generation,batt,south,4410,
Charge,batt,north,4410,0.0
Discharge,batt,north,4410,0.0
Storage,batt,north,4410,22677.335
Charge,batt,south,4410,0.0
Discharge,batt,south,4410,38669.4
Storage,batt,south,4410,262191.85
Flow,TX,North-South,4410,-15467.76
Generation,wind,north,4411,0.0
Generation,wind,south,4411,0.0
Generation,solar,north,4411,0.0
Generation,solar,south,4411,14159.557
Generation,gas,north,4411,0.0
Generation,gas,south,4411,0.0
Generation,batt,north,4411,
Generation,batt,south,4411,
Charge,batt,north,4411,0.0
Discharge,batt,north,4411,0.0
Storage,batt,north,4411,22677.335
Charge,batt,south,4411,0.0
Discharge,batt,south,4411,22369.443
Storage,batt,south,4411,239822.41
Flow,TX,North-South,4411,-14611.6
Generation,wind,north,4412,0.0
Generation,wind,south,4412,0.0
Generation,solar,north,4412,0.0
Generation,solar,south,4412,24920.82
Generation,gas,north,4412,0.0
Generation,gas,south,4412,0.0
Generation,batt,north,4412,
Generation,batt,south,4412,
Charge,batt,north,4412,0.0
Discharge,batt,north,4412,0.0
Storage,batt,north,4412,22677.335
Charge,batt,south,4412,0.0
Discharge,batt,south,4412,8992.1803
Storage,batt,south,4412,230830.23
Flow,TX,North-South,4412,-13565.2
Generation,wind,north,4413,0.0
Generation,wind,south,4413,0.0
Generation,solar,north,4413,0.0
Generation,solar,south,4413,0.0
Generation,gas,north,4413,0.0
Generation,gas,south,4413,0.0
Generation,batt,north,4413,
Generation,batt,south,4413,
Charge,batt,north,4413,0.0
Discharge,batt,north,4413,0.0
Storage,batt,north,4413,22677.335
Charge,batt,south,4413,0.0
Discharge,batt,south,4413,36019.8
Storage,batt,south,4413,194810.43
Flow,TX,North-South,4413,-14407.92
Generation,wind,north,4414,0.0
Generation,wind,south,4414,0.0
Generation,solar,north,4414,0.0
Generation,solar,south,4414,35115.7
Generation,gas,north,4414,0.0
Generation,gas,south,4414,0.0
Generation,batt,north,4414,
Generation,batt,south,4414,
Charge,batt,north,4414,4065.1005
Discharge,batt,north,4414,0.0
Storage,batt,north,4414,26335.925
Charge,batt,south,4414,0.0
Discharge,batt,south,4414,0.0
Storage,batt,south,4414,194810.43
Flow,TX,North-South,4414,-16485.34
Generation,wind,north,4415,0.0
Generation,wind,south,4415,0.0
Generation,solar,north,4415,0.0
Generation,solar,south,4415,3398.2936
Generation,gas,north,4415,0.0
Generation,gas,south,4415,0.0
Generation,batt,north,4415,
Generation,batt,south,4415,
Charge,batt,north,4415,0.0
Discharge,batt,north,4415,0.0
Storage,batt,north,4415,26335.925
Charge,batt,south,4415,0.0
Discharge,batt,south,4415,28267.106
Storage,batt,south,4415,166543.32
Flow,TX,North-South,4415,-12666.16
Generation,wind,north,4416,0.0
Generation,wind,south,4416,0.0
Generation,solar,north,4416,0.0
Generation,solar,south,4416,0.0
Generation,gas,north,4416,0.0
Generation,gas,south,4416,0.0
Generation,batt,north,4416,
Generation,batt,south,4416,
Charge,batt,north,4416,0.0
Discharge,batt,north,4416,6992.2514
Storage,batt,north,4416,19343.674
Charge,batt,south,4416,0.0
Discharge,batt,south,4416,24114.949
Storage,batt,south,4416,142428.37
Flow,TX,North-South,4416,-5450.6286
Generation,wind,north,4417,0.0
Generation,wind,south,4417,0.0
Generation,solar,north,4417,0.0
Generation,solar,south,4417,0.0
Generation,gas,north,4417,0.0
Generation,gas,south,4417,0.0
Generation,batt,north,4417,
Generation,batt,south,4417,
Charge,batt,north,4417,0.0
Discharge,batt,north,4417,6992.2514
Storage,batt,north,4417,12351.423
Charge,batt,south,4417,0.0
Discharge,batt,south,4417,29041.749
Storage,batt,south,4417,113386.62
Flow,TX,North-South,4417,-7421.3486
Generation,wind,north,4418,0.0
Generation,wind,south,4418,0.0
