Type,Technology,Node,Hour,Value
Capacity,wind,north,-,67219.213
Capacity,wind,south,-,0.0
Capacity,solar,north,-,0.0
Capacity,solar,south,-,377588.18
Capacity,gas,north,-,0.0
Capacity,gas,south,-,0.0
Capacity,batt,north,-,6992.2514
Capacity,batt,south,-,97597.915
Generation,wind,north,0,0.0
Generation,wind,south,0,0.0
Generation,solar,north,0,0.0
Generation,solar,south,0,0.0
Generation,gas,north,0,0.0
Generation,gas,south,0,0.0
Generation,batt,north,0,
Generation,batt,south,0,
Charge,batt,north,0,0.0
Discharge,batt,north,0,0.0
Storage,batt,north,0,0.0
Charge,batt,south,0,0.0
Discharge,batt,south,0,32130.6
Storage,batt,south,0,0.0
Flow,TX,North-South,0,-12852.24
Generation,wind,north,1,37830.973
Generation,wind,south,1,0.0
Generation,solar,north,1,0.0
Generation,solar,south,1,8495.734
Generation,gas,north,1,0.0
Generation,gas,south,1,0.0
Generation,batt,north,1,
Generation,batt,south,1,
Charge,batt,north,1,4873.7333
Discharge,batt,north,1,0.0
Storage,batt,north,1,4386.36
Charge,batt,south,1,11349.974
Discharge,batt,south,1,0.0
Storage,batt,south,1,10214.976
Flow,TX,North-South,1,20916.04
Generation,wind,north,2,39363.571
Generation,wind,south,2,0.0
Generation,solar,north,2,0.0
Generation,solar,south,2,3964.6759
Generation,gas,north,2,0.0
Generation,gas,south,2,0.0
Generation,batt,north,2,
Generation,batt,south,2,
Charge,batt,north,2,6992.2514
Discharge,batt,north,2,0.0
Storage,batt,north,2,10679.386
Charge,batt,south,2,7697.7957
Discharge,batt,south,2,0.0
Storage,batt,south,2,17142.993
Flow,TX,North-South,2,20916.04
Generation,wind,north,3,23553.612
Generation,wind,south,3,0.0
Generation,solar,north,3,0.0
Generation,solar,south,3,13026.792
Generation,gas,north,3,0.0
Generation,gas,south,3,0.0
Generation,batt,north,3,
Generation,batt,south,3,
Charge,batt,north,3,0.0
Discharge,batt,north,3,0.0
Storage,batt,north,3,10679.386
Charge,batt,south,3,2868.6044
Discharge,batt,south,3,0.0
Storage,batt,south,3,19724.736
Flow,TX,North-South,3,10068.892
Generation,wind,north,4,23876.264
Generation,wind,south,4,0.0
Generation,solar,north,4,0.0
Generation,solar,south,4,0.0
Generation,gas,north,4,0.0
Generation,gas,south,4,0.0
Generation,batt,north,4,
Generation,batt,south,4,
Charge,batt,north,4,0.0
Discharge,batt,north,4,0.0
Storage,batt,north,4,10679.386
Charge,batt,south,4,0.0
Discharge,batt,south,4,14390.536
Storage,batt,south,4,5334.201
Flow,TX,North-South,4,8569.5445
Generation,wind,north,5,30248.646
Generation,wind,south,5,0.0
Generation,solar,north,5,0.0
Generation,solar,south,5,0.0
Generation,gas,north,5,0.0
Generation,gas,south,5,0.0
Generation,batt,north,5,
Generation,batt,south,5,
Charge,batt,north,5,0.0
Discharge,batt,north,5,3687.1349
Storage,batt,north,5,6992.2514
Charge,batt,south,5,0.0
Discharge,batt,south,5,132.21924
Storage,batt,south,5,5201.9817
Flow,TX,North-South,5,20308.581
Generation,wind,north,6,19117.144
Generation,wind,south,6,0.0
Generation,solar,north,6,0.0
Generation,solar,south,6,5663.8227
Generation,gas,north,6,0.0
Generation,gas,south,6,0.0
Generation,batt,north,6,
Generation,batt,south,6,
Charge,batt,north,6,0.0
Discharge,batt,north,6,6992.2514
Storage,batt,north,6,0.0
Charge,batt,south,6,0.0
Discharge,batt,south,6,5201.9817
Storage,batt,south,6,0.0
Flow,TX,North-South,6,11319.316
Generation,wind,north,7,0.0
Generation,wind,south,7,0.0
Generation,solar,north,7,0.0
Generation,solar,south,7,42828.2
Generation,gas,north,7,0.0
Generation,gas,south,7,0.0
Generation,batt,north,7,
Generation,batt,south,7,
Charge,batt,north,7,0.0
Discharge,batt,north,7,0.0
Storage,batt,north,7,0.0
Charge,batt,south,7,0.0
Discharge,batt,south,7,0.0
Storage,batt,south,7,0.0
Flow,TX,North-South,7,-17131.28
Generation,wind,north,8,0.0
Generation,wind,south,8,0.0
Generation,solar,north,8,0.0
Generation,solar,south,8,40383.8
Generation,gas,north,8,0.0
Generation,gas,south,8,0.0
Generation,batt,north,8,
Generation,batt,south,8,
Charge,batt,north,8,0.0
Discharge,batt,north,8,0.0
Storage,batt,north,8,0.0
Charge,batt,south,8,0.0
Discharge,batt,south,8,0.0
Storage,batt,south,8,0.0
Flow,TX,North-South,8,-16153.52
Generation,wind,north,9,0.0
Generation,wind,south,9,0.0
Generation,solar,north,9,0.0
Generation,solar,south,9,40996.4
Generation,gas,north,9,0.0
Generation,gas,south,9,0.0
Generation,batt,north,9,
Generation,batt,south,9,
Charge,batt,north,9,0.0
Discharge,batt,north,9,0.0
Storage,batt,north,9,0.0
Charge,batt,south,9,0.0
Discharge,batt,south,9,0.0
Storage,batt,south,9,0.0
Flow,TX,North-South,9,-16398.56
Generation,wind,north,10,0.0
Generation,wind,south,10,0.0
Generation,solar,north,10,0.0
Generation,solar,south,10,43937.2
Generation,gas,north,10,0.0
Generation,gas,south,10,0.0
Generation,batt,north,10,
Generation,batt,south,10,
Charge,batt,north,10,0.0
Discharge,batt,north,10,0.0
Storage,batt,north,10,0.0
Charge,batt,south,10,0.0
Discharge,batt,south,10,0.0
Storage,batt,south,10,0.0
Flow,TX,North-South,10,-17574.88
Generation,wind,north,11,0.0
Generation,wind,south,11,0.0
Generation,solar,north,11,0.0
Generation,solar,south,11,43252.0
Generation,gas,north,11,0.0
Generation,gas,south,11,0.0
Generation,batt,north,11,
Generation,batt,south,11,
Charge,batt,north,11,0.0
Discharge,batt,north,11,0.0
Storage,batt,north,11,0.0
Charge,batt,south,11,0.0
Discharge,batt,south,11,0.0
Storage,batt,south,11,0.0
Flow,TX,North-South,11,-17300.8
Generation,wind,north,12,0.0
Generation,wind,south,12,0.0
Generation,solar,north,12,0.0
Generation,solar,south,12,45488.8
Generation,gas,north,12,0.0
Generation,gas,south,12,0.0
Generation,batt,north,12,
Generation,batt,south,12,
Charge,batt,north,12,4534.1998
Discharge,batt,north,12,0.0
Storage,batt,north,12,4080.7798
Charge,batt,south,12,0.0
Discharge,batt,south,12,0.0
Storage,batt,south,12,0.0
Flow,TX,North-South,12,-20916.04
Generation,wind,north,13,0.0
Generation,wind,south,13,0.0
Generation,solar,north,13,0.0
Generation,solar,south,13,46567.96
Generation,gas,north,13,0.0
Generation,gas,south,13,0.0
Generation,batt,north,13,
Generation,batt,south,13,
Charge,batt,north,13,3814.7598
Discharge,batt,north,13,0.0
Storage,batt,north,13,7514.0637
Charge,batt,south,13,0.0
Discharge,batt,south,13,0.0
Storage,batt,south,13,0.0
Flow,TX,North-South,13,-20916.04
Generation,wind,north,14,0.0
Generation,wind,south,14,0.0
Generation,solar,north,14,0.0
Generation,solar,south,14,89434.767
Generation,gas,north,14,0.0
Generation,gas,south,14,0.0
Generation,batt,north,14,
Generation,batt,south,14,
Charge,batt,north,14,4647.8798
Discharge,batt,north,14,0.0
Storage,batt,north,14,11697.156
Charge,batt,south,14,44116.487
Discharge,batt,south,14,0.0
Storage,batt,south,14,39704.838
Flow,TX,North-South,14,-20916.04
Generation,wind,north,15,0.0
Generation,wind,south,15,0.0
Generation,solar,north,15,0.0
Generation,solar,south,15,142907.07
Generation,gas,north,15,0.0
Generation,gas,south,15,0.0
Generation,batt,north,15,
Generation,batt,south,15,
Charge,batt,north,15,4653.9598
Discharge,batt,north,15,0.0
Storage,batt,north,15,15885.719
Charge,batt,south,15,97597.915
Discharge,batt,south,15,0.0
Storage,batt,south,15,127542.96
Flow,TX,North-South,15,-20916.04
Generation,wind,north,16,0.0
Generation,wind,south,16,0.0
Generation,solar,north,16,0.0
Generation,solar,south,16,142789.11
Generation,gas,north,16,0.0
Generation,gas,south,16,0.0
Generation,batt,north,16,
Generation,batt,south,16,
Charge,batt,north,16,4732.5998
Discharge,batt,north,16,0.0
Storage,batt,north,16,20145.059
Charge,batt,south,16,97597.915
Discharge,batt,south,16,0.0
Storage,batt,south,16,215381.08
Flow,TX,North-South,16,-20916.04
Generation,wind,north,17,0.0
Generation,wind,south,17,0.0
Generation,solar,north,17,0.0
Generation,solar,south,17,141308.07
Generation,gas,north,17,0.0
Generation,gas,south,17,0.0
Generation,batt,north,17,
Generation,batt,south,17,
Charge,batt,north,17,5719.9598
Discharge,batt,north,17,0.0
Storage,batt,north,17,25293.023
Charge,batt,south,17,97597.915
Discharge,batt,south,17,0.0
Storage,batt,south,17,303219.21
Flow,TX,North-South,17,-20916.04
Generation,wind,north,18,0.0
Generation,wind,south,18,0.0
Generation,solar,north,18,0.0
Generation,solar,south,18,0.0
Generation,gas,north,18,0.0
Generation,gas,south,18,0.0
Generation,batt,north,18,
Generation,batt,south,18,
Charge,batt,north,18,0.0
Discharge,batt,north,18,4316.2688
Storage,batt,north,18,20976.754
Charge,batt,south,18,0.0
Discharge,batt,south,18,31034.931
Storage,batt,south,18,272184.28
Flow,TX,North-South,18,-9824.2112
Generation,wind,north,19,0.0
Generation,wind,south,19,0.0
Generation,solar,north,19,0.0
Generation,solar,south,19,0.0
Generation,gas,north,19,0.0
Generation,gas,south,19,0.0
Generation,batt,north,19,
Generation,batt,south,19,
Charge,batt,north,19,0.0
Discharge,batt,north,19,0.0
Storage,batt,north,19,20976.754
Charge,batt,south,19,0.0
Discharge,batt,south,19,34457.4
Storage,batt,south,19,237726.88
Flow,TX,North-South,19,-13782.96
Generation,wind,north,20,0.0
Generation,wind,south,20,0.0
Generation,solar,north,20,0.0
Generation,solar,south,20,28319.113
Generation,gas,north,20,0.0
Generation,gas,south,20,0.0
Generation,batt,north,20,
Generation,batt,south,20,
Charge,batt,north,20,0.0
Discharge,batt,north,20,0.0
Storage,batt,north,20,20976.754
Charge,batt,south,20,0.0
Discharge,batt,south,20,5864.8867
Storage,batt,south,20,231861.99
Flow,TX,North-South,20,-13673.6
Generation,wind,north,21,0.0
Generation,wind,south,21,0.0
Generation,solar,north,21,0.0
Generation,solar,south,21,16991.468
Generation,gas,north,21,0.0
Generation,gas,south,21,0.0
Generation,batt,north,21,
Generation,batt,south,21,
Charge,batt,north,21,0.0
Discharge,batt,north,21,0.0
Storage,batt,north,21,20976.754
Charge,batt,south,21,0.0
Discharge,batt,south,21,13755.732
Storage,batt,south,21,218106.26
Flow,TX,North-South,21,-12298.88
Generation,wind,north,22,0.0
Generation,wind,south,22,0.0
Generation,solar,north,22,0.0
Generation,solar,south,22,9628.4985
Generation,gas,north,22,0.0
Generation,gas,south,22,0.0
Generation,batt,north,22,
Generation,batt,south,22,
Charge,batt,north,22,0.0
Discharge,batt,north,22,0.0
Storage,batt,north,22,20976.754
Charge,batt,south,22,0.0
Discharge,batt,south,22,22503.101
Storage,batt,south,22,195603.16
Flow,TX,North-South,22,-12852.64
Generation,wind,north,23,0.0
Generation,wind,south,23,0.0
Generation,solar,north,23,0.0
Generation,solar,south,23,3964.6759
Generation,gas,north,23,0.0
Generation,gas,south,23,0.0
Generation,batt,north,23,
Generation,batt,south,23,
Charge,batt,north,23,0.0
Discharge,batt,north,23,0.0
Storage,batt,north,23,20976.754
Charge,batt,south,23,0.0
Discharge,batt,south,23,26945.924
Storage,batt,south,23,168657.23
Flow,TX,North-South,23,-12364.24
Generation,wind,north,24,0.0
Generation,wind,south,24,0.0
Generation,solar,north,24,0.0
Generation,solar,south,24,22088.908
Generation,gas,north,24,0.0
Generation,gas,south,24,0.0
Generation,batt,north,24,
Generation,batt,south,24,
Charge,batt,north,24,0.0
Discharge,batt,north,24,0.0
Storage,batt,north,24,20976.754
Charge,batt,south,24,0.0
Discharge,batt,south,24,9802.2916
Storage,batt,south,24,158854.94
Flow,TX,North-South,24,-12756.48
Generation,wind,north,25,0.0
Generation,wind,south,25,0.0
Generation,solar,north,25,0.0
Generation,solar,south,25,7929.3517
Generation,gas,north,25,0.0
Generation,gas,south,25,0.0
Generation,batt,north,25,
Generation,batt,south,25,
Charge,batt,north,25,0.0
Discharge,batt,north,25,6992.2514
Storage,batt,north,25,13984.503
Charge,batt,south,25,0.0
Discharge,batt,south,25,20301.797
Storage,batt,south,25,138553.14
Flow,TX,North-South,25,-7097.1086
Generation,wind,north,26,0.0
Generation,wind,south,26,0.0
Generation,solar,north,26,0.0
Generation,solar,south,26,0.0
Generation,gas,north,26,0.0
Generation,gas,south,26,0.0
Generation,batt,north,26,
Generation,batt,south,26,
Charge,batt,north,26,0.0
Discharge,batt,north,26,6992.2514
Storage,batt,north,26,6992.2514
Charge,batt,south,26,0.0
Discharge,batt,south,26,28890.549
Storage,batt,south,26,109662.59
Flow,TX,North-South,26,-7360.8686
Generation,wind,north,27,0.0
Generation,wind,south,27,0.0
Generation,solar,north,27,0.0
Generation,solar,south,27,0.0
Generation,gas,north,27,0.0
Generation,gas,south,27,0.0
Generation,batt,north,27,
Generation,batt,south,27,
Charge,batt,north,27,0.0
Discharge,batt,north,27,6992.2514
Storage,batt,north,27,0.0
Charge,batt,south,27,0.0
Discharge,batt,south,27,29037.749
Storage,batt,south,27,80624.846
Flow,TX,North-South,27,-7419.7486
Generation,wind,north,28,0.0
Generation,wind,south,28,0.0
Generation,solar,north,28,0.0
Generation,solar,south,28,26053.584
Generation,gas,north,28,0.0
Generation,gas,south,28,0.0
Generation,batt,north,28,
Generation,batt,south,28,
Charge,batt,north,28,0.0
Discharge,batt,north,28,0.0
Storage,batt,north,28,0.0
Charge,batt,south,28,0.0
Discharge,batt,south,28,11389.416
Storage,batt,south,28,69235.431
Flow,TX,North-South,28,-14977.2
Generation,wind,north,29,0.0
Generation,wind,south,29,0.0
Generation,solar,north,29,0.0
Generation,solar,south,29,0.0
Generation,gas,north,29,0.0
Generation,gas,south,29,0.0
Generation,batt,north,29,
Generation,batt,south,29,
Charge,batt,north,29,0.0
Discharge,batt,north,29,0.0
Storage,batt,north,29,0.0
Charge,batt,south,29,0.0
Discharge,batt,south,29,35649.8
Storage,batt,south,29,33585.631
Flow,TX,North-South,29,-14259.92
Generation,wind,north,30,0.0
Generation,wind,south,30,0.0
Generation,solar,north,30,0.0
Generation,solar,south,30,7362.9695
Generation,gas,north,30,0.0
Generation,gas,south,30,0.0
Generation,batt,north,30,
Generation,batt,south,30,
Charge,batt,north,30,0.0
Discharge,batt,north,30,0.0
Storage,batt,north,30,0.0
Charge,batt,south,30,0.0
Discharge,batt,south,30,33585.631
Storage,batt,south,30,0.0
Flow,TX,North-South,30,-16379.44
Generation,wind,north,31,0.0
Generation,wind,south,31,0.0
Generation,solar,north,31,0.0
Generation,solar,south,31,41426.0
Generation,gas,north,31,0.0
Generation,gas,south,31,0.0
Generation,batt,north,31,
Generation,batt,south,31,
Charge,batt,north,31,0.0
Discharge,batt,north,31,0.0
Storage,batt,north,31,0.0
Charge,batt,south,31,0.0
Discharge,batt,south,31,0.0
Storage,batt,south,31,0.0
Flow,TX,North-South,31,-16570.4
Generation,wind,north,32,0.0
Generation,wind,south,32,0.0
Generation,solar,north,32,0.0
Generation,solar,south,32,43320.8
Generation,gas,north,32,0.0
Generation,gas,south,32,0.0
Generation,batt,north,32,
Generation,batt,south,32,
Charge,batt,north,32,0.0
Discharge,batt,north,32,0.0
Storage,batt,north,32,0.0
Charge,batt,south,32,0.0
Discharge,batt,south,32,0.0
Storage,batt,south,32,0.0
Flow,TX,North-South,32,-17328.32
Generation,wind,north,33,0.0
Generation,wind,south,33,0.0
Generation,solar,north,33,0.0
Generation,solar,south,33,42787.8
Generation,gas,north,33,0.0
Generation,gas,south,33,0.0
Generation,batt,north,33,
Generation,batt,south,33,
Charge,batt,north,33,0.0
Discharge,batt,north,33,0.0
Storage,batt,north,33,0.0
Charge,batt,south,33,0.0
Discharge,batt,south,33,0.0
Storage,batt,south,33,0.0
Flow,TX,North-South,33,-17115.12
Generation,wind,north,34,0.0
Generation,wind,south,34,0.0
Generation,solar,north,34,0.0
Generation,solar,south,34,45476.6
Generation,gas,north,34,0.0
Generation,gas,south,34,0.0
Generation,batt,north,34,
Generation,batt,south,34,
Charge,batt,north,34,0.0
Discharge,batt,north,34,0.0
Storage,batt,north,34,0.0
Charge,batt,south,34,0.0
Discharge,batt,south,34,0.0
Storage,batt,south,34,0.0
Flow,TX,North-South,34,-18190.64
Generation,wind,north,35,0.0
Generation,wind,south,35,0.0
Generation,solar,north,35,0.0
Generation,solar,south,35,47020.8
Generation,gas,north,35,0.0
Generation,gas,south,35,0.0
Generation,batt,north,35,
Generation,batt,south,35,
Charge,batt,north,35,0.0
Discharge,batt,north,35,0.0
Storage,batt,north,35,0.0
Charge,batt,south,35,0.0
Discharge,batt,south,35,0.0
Storage,batt,south,35,0.0
Flow,TX,North-South,35,-18808.32
Generation,wind,north,36,0.0
Generation,wind,south,36,0.0
Generation,solar,north,36,0.0
Generation,solar,south,36,47254.6
Generation,gas,north,36,0.0
Generation,gas,south,36,0.0
Generation,batt,north,36,
Generation,batt,south,36,
Charge,batt,north,36,0.0
Discharge,batt,north,36,0.0
Storage,batt,north,36,0.0
Charge,batt,south,36,0.0
Discharge,batt,south,36,0.0
Storage,batt,south,36,0.0
Flow,TX,North-South,36,-18901.84
Generation,wind,north,37,0.0
Generation,wind,south,37,0.0
Generation,solar,north,37,0.0
Generation,solar,south,37,41833.2
Generation,gas,north,37,0.0
Generation,gas,south,37,0.0
Generation,batt,north,37,
Generation,batt,south,37,
Charge,batt,north,37,0.0
Discharge,batt,north,37,0.0
Storage,batt,north,37,0.0
Charge,batt,south,37,0.0
Discharge,batt,south,37,0.0
Storage,batt,south,37,0.0
Flow,TX,North-South,37,-16733.28
Generation,wind,north,38,0.0
Generation,wind,south,38,0.0
Generation,solar,north,38,0.0
Generation,solar,south,38,125208.51
Generation,gas,north,38,0.0
Generation,gas,south,38,0.0
Generation,batt,north,38,
Generation,batt,south,38,
Charge,batt,north,38,3250.0398
Discharge,batt,north,38,0.0
Storage,batt,north,38,2925.0358
Charge,batt,south,38,77793.468
Discharge,batt,south,38,0.0
Storage,batt,south,38,70014.121
Flow,TX,North-South,38,-20916.04
Generation,wind,north,39,0.0
Generation,wind,south,39,0.0
Generation,solar,north,39,0.0
Generation,solar,south,39,143208.75
Generation,gas,north,39,0.0
Generation,gas,south,39,0.0
Generation,batt,north,39,
Generation,batt,south,39,
Charge,batt,north,39,4452.8398
Discharge,batt,north,39,0.0
Storage,batt,north,39,6932.5917
Charge,batt,south,39,97597.915
Discharge,batt,south,39,0.0
Storage,batt,south,39,157852.24
Flow,TX,North-South,39,-20916.04
Generation,wind,north,40,0.0
Generation,wind,south,40,0.0
Generation,solar,north,40,0.0
Generation,solar,south,40,142346.79
Generation,gas,north,40,0.0
Generation,gas,south,40,0.0
Generation,batt,north,40,
Generation,batt,south,40,
Charge,batt,north,40,5027.4798
Discharge,batt,north,40,0.0
Storage,batt,north,40,11457.324
Charge,batt,south,40,97597.915
Discharge,batt,south,40,0.0
Storage,batt,south,40,245690.37
Flow,TX,North-South,40,-20916.04
Generation,wind,north,41,0.0
Generation,wind,south,41,0.0
Generation,solar,north,41,0.0
Generation,solar,south,41,140576.79
Generation,gas,north,41,0.0
Generation,gas,south,41,0.0
Generation,batt,north,41,
Generation,batt,south,41,
Charge,batt,north,41,6207.4798
Discharge,batt,north,41,0.0
Storage,batt,north,41,17044.055
Charge,batt,south,41,97597.915
Discharge,batt,south,41,0.0
Storage,batt,south,41,333528.49
Flow,TX,North-South,41,-20916.04
Generation,wind,north,42,0.0
Generation,wind,south,42,0.0
Generation,solar,north,42,0.0
Generation,solar,south,42,19823.379
Generation,gas,north,42,0.0
Generation,gas,south,42,0.0
Generation,batt,north,42,
Generation,batt,south,42,
Charge,batt,north,42,0.0
Discharge,batt,north,42,6992.2514
Storage,batt,north,42,10051.804
Charge,batt,south,42,0.0
Discharge,batt,south,42,8965.1693
Storage,batt,south,42,324563.32
Flow,TX,North-South,42,-7320.0686
Generation,wind,north,43,0.0
Generation,wind,south,43,0.0
Generation,solar,north,43,0.0
Generation,solar,south,43,0.0
Generation,gas,north,43,0.0
Generation,gas,south,43,0.0
Generation,batt,north,43,
Generation,batt,south,43,
Charge,batt,north,43,0.0
Discharge,batt,north,43,0.0
Storage,batt,north,43,10051.804
Charge,batt,south,43,0.0
Discharge,batt,south,43,35424.2
Storage,batt,south,43,289139.12
Flow,TX,North-South,43,-14169.68
Generation,wind,north,44,0.0
Generation,wind,south,44,0.0
Generation,solar,north,44,0.0
Generation,solar,south,44,10761.263
Generation,gas,north,44,0.0
Generation,gas,south,44,0.0
Generation,batt,north,44,
Generation,batt,south,44,
Charge,batt,north,44,0.0
Discharge,batt,north,44,0.0
Storage,batt,north,44,10051.804
Charge,batt,south,44,0.0
Discharge,batt,south,44,23696.937
Storage,batt,south,44,265442.18
Flow,TX,North-South,44,-13783.28
Generation,wind,north,45,0.0
Generation,wind,south,45,0.0
Generation,solar,north,45,0.0
Generation,solar,south,45,15858.703
Generation,gas,north,45,0.0
Generation,gas,south,45,0.0
Generation,batt,north,45,
Generation,batt,south,45,
Charge,batt,north,45,0.0
Discharge,batt,north,45,0.0
Storage,batt,north,45,10051.804
Charge,batt,south,45,0.0
Discharge,batt,south,45,17770.697
Storage,batt,south,45,247671.49
Flow,TX,North-South,45,-13451.76
Generation,wind,north,46,0.0
Generation,wind,south,46,0.0
Generation,solar,north,46,0.0
Generation,solar,south,46,0.0
Generation,gas,north,46,0.0
Generation,gas,south,46,0.0
Generation,batt,north,46,
Generation,batt,south,46,
Charge,batt,north,46,0.0
Discharge,batt,north,46,6992.2514
Storage,batt,north,46,3059.5526
Charge,batt,south,46,0.0
Discharge,batt,south,46,24063.549
Storage,batt,south,46,223607.94
Flow,TX,North-South,46,-5430.0686
Generation,wind,north,47,0.0
Generation,wind,south,47,0.0
Generation,solar,north,47,0.0
Generation,solar,south,47,0.0
Generation,gas,north,47,0.0
Generation,gas,south,47,0.0
Generation,batt,north,47,
Generation,batt,south,47,
Charge,batt,north,47,0.0
Discharge,batt,north,47,3059.5526
Storage,batt,north,47,0.0
Charge,batt,south,47,0.0
Discharge,batt,south,47,32336.247
Storage,batt,south,47,191271.69
Flow,TX,North-South,47,-11098.767
Generation,wind,north,48,0.0
Generation,wind,south,48,0.0
Generation,solar,north,48,0.0
Generation,solar,south,48,11894.028
Generation,gas,north,48,0.0
Generation,gas,south,48,0.0
Generation,batt,north,48,
Generation,batt,south,48,
Charge,batt,north,48,0.0
Discharge,batt,north,48,0.0
Storage,batt,north,48,0.0
Charge,batt,south,48,0.0
Discharge,batt,south,48,20310.372
Storage,batt,south,48,170961.32
Flow,TX,North-South,48,-12881.76
Generation,wind,north,49,0.0
Generation,wind,south,49,0.0
Generation,solar,north,49,0.0
Generation,solar,south,49,0.0
Generation,gas,north,49,0.0
Generation,gas,south,49,0.0
Generation,batt,north,49,
Generation,batt,south,49,
Charge,batt,north,49,0.0
Discharge,batt,north,49,0.0
Storage,batt,north,49,0.0
Charge,batt,south,49,0.0
Discharge,batt,south,49,31895.0
Storage,batt,south,49,139066.32
Flow,TX,North-South,49,-12758.0
Generation,wind,north,50,0.0
Generation,wind,south,50,0.0
Generation,solar,north,50,0.0
Generation,solar,south,50,8495.734
Generation,gas,north,50,0.0
Generation,gas,south,50,0.0
Generation,batt,north,50,
Generation,batt,south,50,
Charge,batt,north,50,0.0
Discharge,batt,north,50,0.0
Storage,batt,north,50,0.0
Charge,batt,south,50,0.0
Discharge,batt,south,50,25942.066
Storage,batt,south,50,113124.25
Flow,TX,North-South,50,-13775.12
Generation,wind,north,51,0.0
Generation,wind,south,51,0.0
Generation,solar,north,51,0.0
Generation,solar,south,51,40213.141
Generation,gas,north,51,0.0
Generation,gas,south,51,0.0
Generation,batt,north,51,
Generation,batt,south,51,
Charge,batt,north,51,3623.9409
Discharge,batt,north,51,0.0
Storage,batt,north,51,3261.5468
Charge,batt,south,51,0.0
Discharge,batt,south,51,0.0
Storage,batt,south,51,113124.25
Flow,TX,North-South,51,-18259.621
Generation,wind,north,52,0.0
Generation,wind,south,52,0.0
Generation,solar,north,52,0.0
Generation,solar,south,52,0.0
Generation,gas,north,52,0.0
Generation,gas,south,52,0.0
Generation,batt,north,52,
Generation,batt,south,52,
Charge,batt,north,52,0.0
Discharge,batt,north,52,0.0
Storage,batt,north,52,3261.5468
Charge,batt,south,52,0.0
Discharge,batt,south,52,36932.2
Storage,batt,south,52,76192.053
Flow,TX,North-South,52,-14772.88
Generation,wind,north,53,0.0
Generation,wind,south,53,0.0
Generation,solar,north,53,0.0
Generation,solar,south,53,0.0
Generation,gas,north,53,0.0
Generation,gas,south,53,0.0
Generation,batt,north,53,
Generation,batt,south,53,
Charge,batt,north,53,0.0
Discharge,batt,north,53,3261.5468
Storage,batt,north,53,0.0
Charge,batt,south,53,0.0
Discharge,batt,south,53,35135.053
Storage,batt,south,53,41057.0
Flow,TX,North-South,53,-12097.093
Generation,wind,north,54,0.0
Generation,wind,south,54,0.0
Generation,solar,north,54,0.0
Generation,solar,south,54,0.0
Generation,gas,north,54,0.0
Generation,gas,south,54,0.0
Generation,batt,north,54,
Generation,batt,south,54,
Charge,batt,north,54,0.0
Discharge,batt,north,54,0.0
Storage,batt,north,54,0.0
Charge,batt,south,54,0.0
Discharge,batt,south,54,41057.0
Storage,batt,south,54,0.0
Flow,TX,North-South,54,-16422.8
Generation,wind,north,55,0.0
Generation,wind,south,55,0.0
Generation,solar,north,55,0.0
Generation,solar,south,55,41225.6
Generation,gas,north,55,0.0
Generation,gas,south,55,0.0
Generation,batt,north,55,
Generation,batt,south,55,
Charge,batt,north,55,0.0
Discharge,batt,north,55,0.0
Storage,batt,north,55,0.0
Charge,batt,south,55,0.0
Discharge,batt,south,55,0.0
Storage,batt,south,55,0.0
Flow,TX,North-South,55,-16490.24
Generation,wind,north,56,0.0
Generation,wind,south,56,0.0
Generation,solar,north,56,0.0
Generation,solar,south,56,42488.4
Generation,gas,north,56,0.0
Generation,gas,south,56,0.0
Generation,batt,north,56,
Generation,batt,south,56,
Charge,batt,north,56,0.0
Discharge,batt,north,56,0.0
Storage,batt,north,56,0.0
Charge,batt,south,56,0.0
Discharge,batt,south,56,0.0
Storage,batt,south,56,0.0
Flow,TX,North-South,56,-16995.36
Generation,wind,north,57,0.0
Generation,wind,south,57,0.0
Generation,solar,north,57,0.0
Generation,solar,south,57,41285.4
Generation,gas,north,57,0.0
Generation,gas,south,57,0.0
Generation,batt,north,57,
Generation,batt,south,57,
Charge,batt,north,57,0.0
Discharge,batt,north,57,0.0
Storage,batt,north,57,0.0
Charge,batt,south,57,0.0
Discharge,batt,south,57,0.0
Storage,batt,south,57,0.0
Flow,TX,North-South,57,-16514.16
Generation,wind,north,58,0.0
Generation,wind,south,58,0.0
Generation,solar,north,58,0.0
Generation,solar,south,58,46184.0
Generation,gas,north,58,0.0
Generation,gas,south,58,0.0
Generation,batt,north,58,
Generation,batt,south,58,
Charge,batt,north,58,0.0
Discharge,batt,north,58,0.0
Storage,batt,north,58,0.0
Charge,batt,south,58,0.0
Discharge,batt,south,58,0.0
Storage,batt,south,58,0.0
Flow,TX,North-South,58,-18473.6
Generation,wind,north,59,0.0
Generation,wind,south,59,0.0
Generation,solar,north,59,0.0
Generation,solar,south,59,44077.4
Generation,gas,north,59,0.0
Generation,gas,south,59,0.0
Generation,batt,north,59,
Generation,batt,south,59,
Charge,batt,north,59,0.0
Discharge,batt,north,59,0.0
Storage,batt,north,59,0.0
Charge,batt,south,59,0.0
Discharge,batt,south,59,0.0
Storage,batt,south,59,0.0
Flow,TX,North-South,59,-17630.96
Generation,wind,north,60,0.0
Generation,wind,south,60,0.0
Generation,solar,north,60,0.0
Generation,solar,south,60,43025.6
Generation,gas,north,60,0.0
Generation,gas,south,60,0.0
Generation,batt,north,60,
Generation,batt,south,60,
